id,sdv,dpsi,spanr
ENSE00000535552_015,0,-0.0106522455000913,3.6144
ENSE00000535552_017,0,0.0387142415584936,6.55
ENSE00000535552_019,0,0.115457562706282,14.0439
ENSE00000535552_020,0,0.0385050623704712,5.445
ENSE00000535552_021,0,0.0540587403545627,6.3614
ENSE00000535552_023,1,-0.872383871025065,0.9521
ENSE00000535552_025,0,-0.0187221152176683,6.0514
ENSE00000535552_026,1,-0.870476211778622,1.1083
ENSE00000540397_003,0,0.0120856116666623,1.9197
ENSE00000540397_011,0,0.0120856116666623,2.8652
ENSE00000540397_012,0,0.0120856116666623,0.5706
ENSE00000542500_001,0,-0.0203145796109763,0.2398
ENSE00000542500_002,0,-0.00650984628029422,0.0731
ENSE00000542500_003,0,0.00661934055048841,0.0562
ENSE00000542500_004,0,0.00503981321682601,0.0906
ENSE00000542500_005,0,0.00661934055048841,0.0332
ENSE00000542500_006,0,-0.066779907232686,0.261
ENSE00000542500_007,0,0.00661934055048841,0.0868
ENSE00000542500_011,0,0.00617434942849171,2.5742
ENSE00000542500_012,0,0.00554674168484626,1.2269
ENSE00000542500_013,0,-0.0114632909334551,1.4336
ENSE00000542500_014,0,0.00571652417356544,0.1765
ENSE00000542500_015,0,-0.00730711733398853,0.3056
ENSE00000542500_016,0,-0.00298805220670884,0.2193
ENSE00000542500_017,0,0.00243113897886094,0.9806
ENSE00000542500_018,0,0.00650023570822639,1.5872
ENSE00000542500_019,0,0.00302338931505797,1.1193
ENSE00000542500_020,0,0.000283206718823925,0.427
ENSE00000542500_022,0,-0.00885945284784351,0.1672
ENSE00000542500_023,0,0.0057795343991654,0.6232
ENSE00000542500_024,0,0.00195217251566215,0.1019
ENSE00000542500_025,0,-0.0127410043187359,0.1441
ENSE00000542500_026,0,-0.041420184174759,0.0598
ENSE00000564470_002,,NA,0.7101
ENSE00000564470_003,0,-0.0553363199661486,0.0889
ENSE00000564470_004,,NA,0.6242
ENSE00000564470_008,0,-0.0901163075603924,2.8625
ENSE00000564470_009,0,-0.0547338174714969,0.1713
ENSE00000564470_010,,NA,2.1686
ENSE00000564470_012,,NA,3.0709
ENSE00000564470_013,,NA,0.1098
ENSE00000564470_014,0,0.0346508393717376,2.4053
ENSE00000564470_015,0,-0.0281204582062864,0.4631
ENSE00000564470_016,0,0.00658186277970374,0.7092
ENSE00000564470_017,0,0.0272425169209078,0.4873
ENSE00000564470_018,,NA,3.5043
ENSE00000564470_020,,NA,0.5058
ENSE00000564470_022,0,-0.0235533498023567,1.3386
ENSE00000564470_024,0,-0.093245230217858,0.3807
ENSE00000564470_025,0,-0.0553363199661486,1.5152
ENSE00000564470_026,0,0.0420955136549668,0.7419
ENSE00000576053_003,,NA,0.3593
ENSE00000576053_004,0,0.1899899043518,0.3081
ENSE00000576053_005,0,0.179397151502565,0.3142
ENSE00000576053_006,0,0.159721369728555,0.2081
ENSE00000576053_008,,NA,0.5402
ENSE00000576053_010,0,0.0335398653398001,0.4644
ENSE00000576053_011,0,0.0339177668813284,1.2795
ENSE00000576053_012,0,0.132542211374686,1.3938
ENSE00000576053_013,0,0.126219240501622,1.5236
ENSE00000576053_016,,NA,0.2803
ENSE00000576053_017,0,0.230001102904733,1.0773
ENSE00000576053_018,0,0.0311383813139368,4.1554
ENSE00000576053_019,0,0.209595367901662,0.1363
ENSE00000576053_020,0,0.217018298091421,0.6408
ENSE00000576053_021,0,0.219231689301324,0.5643
ENSE00000576053_022,0,0.226481951906566,0.8626
ENSE00000576053_023,0,0.19020921774554,1.8553
ENSE00000576053_025,0,0.212078823196194,1.3106
ENSE00000576053_026,0,0.221918293464318,0.7025
ENSE00000583150_003,0,0.132754021153629,0.6582
ENSE00000583150_004,0,0.17132026654495,0.2891
ENSE00000583150_005,0,0.170525931311419,1.1864
ENSE00000583150_006,0,0.165853333602982,0.8387
ENSE00000583150_007,0,0.121506483655155,0.4626
ENSE00000583150_008,0,0.170884750336363,0.9503
ENSE00000583150_009,0,0.171610802191634,0.3255
ENSE00000583150_010,0,0.152164848040315,1.8839
ENSE00000583150_011,0,0.16883881717049,0.2437
ENSE00000583150_012,0,0.165803026030771,1.5363
ENSE00000583150_013,0,0.171610802191634,0.3775
ENSE00000648350_003,1,-0.8707039475172,19.5748
ENSE00000648350_004,0,0.123957957925196,1.3035
ENSE00000648350_010,0,0.117720891317257,1.7761
ENSE00000648350_015,0,0.128499988707526,0.7535
ENSE00000648350_018,0,0.127968532383767,3.9503
ENSE00000650335_001,0,0.137929040988602,0.0573
ENSE00000650335_002,0,0.131720310311882,0.6315
ENSE00000650335_003,0,0.145285573092759,0.1168
ENSE00000650335_006,0,0.153788172944268,4.5496
ENSE00000650335_007,0,0.120896459279605,0.516
ENSE00000650335_008,0,0.133433294051743,1.0228
ENSE00000650335_009,0,0.156720310311882,2.1697
ENSE00000650335_010,0,0.156189040523398,0.4394
ENSE00000650335_012,0,0.143772945329607,5.0775
ENSE00000650335_013,0,0.1448869702188,5.4368
ENSE00000650335_014,0,0.15483522682337,0.7427
ENSE00000650335_015,0,0.13373428458126,0.9254
ENSE00000650335_018,0,0.150801507787854,0.2393
ENSE00000650335_019,0,0.153843699255906,1.5595
ENSE00000650335_020,0,0.069539997175391,0.2506
ENSE00000650335_021,0,0.146986816804063,0.151
ENSE00000650335_022,0,0.154705735807377,0.9296
ENSE00000650335_023,0,0.0861941753343654,1.9634
ENSE00000650335_024,0,0.142330349000896,0.1035
ENSE00000650335_025,0,0.126350565891237,1.1539
ENSE00000650337_003,0,0.00848645548019544,0.703
ENSE00000650337_005,0,-0.0348564970010305,2.9577
ENSE00000650337_008,0,0.00089790974945908,2.7834
ENSE00000650337_009,0,-0.0915135445198045,3.0139
ENSE00000650769_009,0,0.0440980946046367,4.8199
ENSE00000650769_012,0,0.0425062990746653,0.748
ENSE00000650769_019,0,0.0443180181025372,0.42
ENSE00000650771_002,0,0.217716505027149,0.0755
ENSE00000650771_003,0,0.219151754873123,0.013
ENSE00000651221_001,0,0.0555675280030078,0.2379
ENSE00000651221_002,0,0.028237485153817,0.1203
ENSE00000651221_004,0,0.057758451717702,1.9516
ENSE00000651221_007,0,0.0685944156674144,1.0842
ENSE00000651221_008,0,0.0488427851576934,9.756
ENSE00000651221_010,0,0.0587430204651025,2.9137
ENSE00000651221_011,0,-0.129452520181075,0.3252
ENSE00000651221_012,0,0.0324451597724101,2.4258
ENSE00000651221_013,0,0.0198756888577158,2.5927
ENSE00000651221_014,0,-0.121694631460742,0.8493
ENSE00000651221_015,0,0.0334521165361656,3.3589
ENSE00000651221_017,0,-0.0440011490051087,5.1285
ENSE00000651221_018,0,-0.118601093577164,4.128
ENSE00000651221_019,0,0.0296427431048052,2.615
ENSE00000651221_021,1,-0.92780534418607,5.636
ENSE00000651221_022,0,-0.10186764270749,1.5346
ENSE00000651221_023,0,0.00455768154928227,2.469
ENSE00000651221_027,0,-0.0120537136920014,0.824
ENSE00000651221_028,0,0.0229434281134845,0.5695
ENSE00000651221_029,0,0.029888162743671,1.3298
ENSE00000651221_030,0,0.00491810696852835,2.8473
ENSE00000651221_032,0,0.0473182023263048,0.3333
ENSE00000651893_001,0,0.0139747328775447,0.6767
ENSE00000651893_004,0,-0.00453716340438648,1.4317
ENSE00000651893_005,0,-0.105837497174087,0.1538
ENSE00000651893_006,0,-0.179368386106748,0.2826
ENSE00000651893_008,0,0.0201491316894402,0.7709
ENSE00000651893_009,0,0.019942975155436,0.8312
ENSE00000651893_010,0,-0.264080726976538,1.3125
ENSE00000651893_011,0,0.0203298893563544,0.2171
ENSE00000651893_012,0,0.0136452572706222,0.65
ENSE00000651893_013,0,-0.143272370595261,1.3883
ENSE00000651893_014,0,0.0156200976433946,0.2921
ENSE00000651893_015,0,0.0179198828065662,0.5401
ENSE00000651893_017,1,-0.973782813815598,1.4831
ENSE00000651893_018,0,0.0198249569317339,0.0519
ENSE00000652099_001,0,-0.0197549874047825,1.9655
ENSE00000652099_003,0,-0.0393144350167386,2.2274
ENSE00000652099_004,0,0.00319658001461787,1.2044
ENSE00000652099_007,0,0.00307821605318981,5.9522
ENSE00000652099_008,0,-0.000486412952346693,2.4913
ENSE00000652099_009,0,-0.0191248626384157,2.3427
ENSE00000652099_011,0,0.00319658001461787,4.6839
ENSE00000652099_012,0,0.000916792860945759,0.8773
ENSE00000652508_001,0,0.0189905004170564,0.1794
ENSE00000652508_002,0,0.0175213018513695,4.2453
ENSE00000652508_003,0,0.0189905004170564,2.4181
ENSE00000654359_001,0,0.128746626330752,0.1588
ENSE00000654359_002,0,0.0112551941279586,0.0351
ENSE00000654359_003,0,0.0171963456276826,0.5452
ENSE00000654359_004,1,-0.779264657075212,0.1144
ENSE00000654359_005,1,-0.651713864927333,0.5594
ENSE00000654359_006,0,0.170653172114694,0.1405
ENSE00000654359_007,0,-0.00164836157519471,0.3369
ENSE00000654359_008,0,0.134431706727647,0.2529
ENSE00000654359_009,0,0.142546812985456,0.2981
ENSE00000654359_010,0,0.0371763716922177,0.607
ENSE00000654359_011,1,-0.669684134929011,1.4049
ENSE00000654359_013,1,-0.806736525707902,0.3956
ENSE00000654359_014,0,0.184783777894865,0.1606
ENSE00000654359_015,0,0.150578149732213,0.1432
ENSE00000654359_016,0,0.152682369687728,0.0794
ENSE00000654359_017,0,0.0692843121929211,0.1756
ENSE00000654726_001,0,0.0838570001271654,0.1753
ENSE00000654726_002,0,0.0905129316722474,0.4132
ENSE00000654726_003,0,0.083066766701877,0.4376
ENSE00000654726_004,0,0.0905129316722474,0.4479
ENSE00000654726_005,0,0.0842168578993887,0.4989
ENSE00000654726_006,0,0.0672198624040457,0.8628
ENSE00000654726_007,0,0.0353868314618221,0.5542
ENSE00000654726_008,0,0.0432142101279492,1.865
ENSE00000654726_009,0,0.0701690826733111,0.4461
ENSE00000654726_010,0,0.0790823174627467,1.9648
ENSE00000654726_011,0,0.0905129316722474,1.0891
ENSE00000654726_012,0,0.0435302071884068,3.7156
ENSE00000654726_013,0,0.0891883516772624,2.4619
ENSE00000654726_014,0,0.0905129316722474,0.3697
ENSE00000654726_015,0,0.0905129316722474,0.137
ENSE00000654726_016,0,0.0240912488972185,0.9945
ENSE00000654726_017,0,0.0462628305102314,0.9873
ENSE00000654726_018,0,0.0868575591774123,0.5889
ENSE00000654726_020,0,0.0881958480258351,1.3072
ENSE00000654726_021,0,0.0824572161201164,1.1093
ENSE00000654726_022,0,0.0905129316722474,0.3537
ENSE00000654726_023,0,0.0896792018629485,0.1805
ENSE00000654726_024,0,0.0905129316722474,0.2155
ENSE00000654726_025,0,0.0898053104412599,0.0875
ENSE00000654726_026,0,0.0877527417492516,0.0581
ENSE00000654726_027,0,0.0895554220434902,0.0687
ENSE00000654757_001,0,0.0435523187036032,0.3453
ENSE00000654757_002,0,0.0297533949751408,0.2213
ENSE00000654757_006,0,0.0434375250592722,0.1861
ENSE00000654757_007,0,0.0321181721597795,0.7109
ENSE00000654757_009,0,0.00689613945748618,1.4529
ENSE00000654757_011,0,-0.00288268990856738,0.5224
ENSE00000654757_013,0,0.0435523187036032,0.1522
ENSE00000654757_014,0,0.0260852482881169,0.3101
ENSE00000654866_002,0,0.0132854273838807,2.2116
ENSE00000654866_013,0,-0.000735150624480818,8.3006
ENSE00000654866_018,0,-0.0195169129604056,1.6204
ENSE00000654866_021,0,-0.0021187566869173,2.7292
ENSE00000654866_024,0,0.0291258550145283,2.1354
ENSE00000654866_027,0,0.0350733140855121,0.9736
ENSE00000654866_028,0,0.0334929097561998,0.2799
ENSE00000654866_034,0,0.0350733140855121,0.51
ENSE00000654866_035,0,-0.035429632095098,0.2609
ENSE00000655095_001,0,0.0913602922768128,0.3862
ENSE00000655095_002,0,0.147197135756625,0.4413
ENSE00000655095_003,0,0.193805168352718,0.244
ENSE00000655095_004,0,0.0200284715158043,2.1364
ENSE00000655095_010,0,0.0292253761037343,1.575
ENSE00000655095_011,0,0.234692604485159,3.9631
ENSE00000655095_012,0,0.208466130671395,1.7964
ENSE00000655095_013,0,-0.132855933398779,0.1811
ENSE00000655414_001,0,-0.0694022278452425,0.1472
ENSE00000655414_002,0,0.0045620710551067,0.1036
ENSE00000655414_003,0,0.0278244490488885,0.0316
ENSE00000655414_005,0,-0.00622698016842904,0.0312
ENSE00000655414_007,0,-0.0116273442820118,0.1817
ENSE00000655414_008,0,-0.00362429921741741,0.1701
ENSE00000655414_009,0,0.0217294103674524,0.1326
ENSE00000655414_010,0,0.0205129257651885,0.3799
ENSE00000655414_011,0,-0.0104104913833424,0.8782
ENSE00000655414_014,0,-0.0125023927235243,1.265
ENSE00000655414_015,0,-0.0375268236632021,2.0492
ENSE00000655414_016,,NA,0.6536
ENSE00000655414_017,,NA,1.0019
ENSE00000655414_018,0,-0.168297530314289,0.6303
ENSE00000655414_019,0,-0.012498736452801,4.6714
ENSE00000655414_020,0,0.0314823524583403,2.737
ENSE00000655414_022,0,0.016158724426154,0.877
ENSE00000655414_024,0,0.0182801220133417,1.0848
ENSE00000656890_005,0,0.0164751985426722,0.5382
ENSE00000656890_009,0,0.0164751985426722,13.9836
ENSE00000656890_013,0,-0.0823060722797777,1.3795
ENSE00000656890_018,0,0.0164751985426722,0.5952
ENSE00000657431_001,0,0.0195518790803453,0.2022
ENSE00000657431_002,0,0.0171143195213156,0.0714
ENSE00000657431_004,0,0.019769063008986,0.4114
ENSE00000657431_005,0,0.0161738457218658,0.6845
ENSE00000657431_008,0,0.0163790477984239,0.0986
ENSE00000657431_010,0,0.00203902241590037,0.6417
ENSE00000657431_011,0,-0.055604659443375,0.8137
ENSE00000657431_012,0,0.00850531303751162,2.1195
ENSE00000657431_013,0,0.0186086823418188,0.7662
ENSE00000657431_014,0,0.019912216786095,0.0484
ENSE00000657431_015,0,0.0194576432921204,0.0932
ENSE00000657431_016,0,-0.00565216354179948,0.3307
ENSE00000658029_002,0,0.0455441114941892,0.3197
ENSE00000658029_005,0,0.0588812710929367,0.3404
ENSE00000658029_006,0,0.0562814402825252,0.5011
ENSE00000658029_008,0,0.0508622272274589,4.1823
ENSE00000658029_009,0,0.037809578126246,1.1293
ENSE00000658029_011,0,0.0577216656948009,3.4861
ENSE00000658029_012,0,0.0615894251282501,7.0964
ENSE00000658029_015,0,-0.410568561845409,1.3044
ENSE00000658029_016,0,-0.0132668222806386,6.0515
ENSE00000658029_018,0,0.00761227352702909,9.5911
ENSE00000658029_024,0,0.0615894251282501,2.1134
ENSE00000658029_025,0,0.0177830030141409,1.2533
ENSE00000658029_026,0,0.0605659672451466,0.3251
ENSE00000658402_003,,NA,1.0058
ENSE00000658402_006,0,0.0380886094986576,1.3475
ENSE00000658402_008,0,0.0380886094986576,5.1618
ENSE00000658402_011,0,-0.151929936806641,1.6578
ENSE00000658402_019,,NA,1.0095
ENSE00000658402_020,0,0.0380886094986576,0.668
ENSE00000658419_001,0,0.0422905108534122,0.3277
ENSE00000658419_002,0,0.0555631216629235,0.0324
ENSE00000658419_003,0,-0.111957362324469,0.0956
ENSE00000658419_004,,NA,0.1441
ENSE00000658419_005,0,-0.125415954288877,0.1758
ENSE00000658419_006,0,0.0835381882824313,0.5622
ENSE00000658419_008,1,-0.914308888563314,0.6816
ENSE00000658419_009,1,-0.90366385118497,0.1497
ENSE00000658419_010,0,0.0692131254485041,1.5573
ENSE00000658419_011,0,0.0130183869451129,1.1942
ENSE00000658419_012,1,-0.906652056295826,0.9692
ENSE00000658419_013,0,0.0291870616935137,0.445
ENSE00000658419_014,0,-0.059439154688229,0.2682
ENSE00000658419_015,0,0.0793738491804254,0.6524
ENSE00000658419_016,1,-0.895466773195069,0.0492
ENSE00000658419_017,0,0.0300492069331991,0.9439
ENSE00000658419_018,1,-0.874121380627368,3.384
ENSE00000658419_019,0,-0.204653230638631,1.0741
ENSE00000658419_020,0,-0.157972083759269,0.6326
ENSE00000658419_021,,NA,0.3387
ENSE00000658419_022,0,0.0326227344741086,0.1213
ENSE00000658419_023,0,0.0411906844418282,0.2795
ENSE00000658419_024,,NA,0.0723
ENSE00000658419_025,0,-0.183617381998844,0.0944
ENSE00000658419_026,,NA,0.0877
ENSE00000658419_027,0,0.0331034114425305,0.0421
ENSE00000658636_001,0,-0.000369251151398742,0.0088
ENSE00000658636_002,0,-0.0136859372983782,0.0267
ENSE00000658636_003,0,0.0438242764250792,0.4349
ENSE00000658636_004,0,0.0467241111722318,0.0455
ENSE00000658636_006,0,0.015444764100575,0.366
ENSE00000658636_007,0,-0.0188542966309311,0.3168
ENSE00000658636_008,0,0.0447473842034342,0.4453
ENSE00000658636_009,0,-0.0049013860091579,0.3535
ENSE00000658636_010,0,0.0447947694052987,0.6191
ENSE00000658636_012,0,0.0465667075732988,1.1168
ENSE00000658636_013,0,0.0425079041450765,0.273
ENSE00000658636_015,0,0.0426117705426303,0.0934
ENSE00000658639_003,0,0.00516558021325497,0.0989
ENSE00000658639_007,0,0.00599121698355065,0.2791
ENSE00000658639_010,0,0.00185317713392175,0.0643
ENSE00000658639_017,0,-0.00696822522804913,0.603
ENSE00000658639_020,0,0.00599121698355065,0.0248
ENSE00000658639_024,0,0.00599121698355065,0.7191
ENSE00000658753_004,0,0.042175416332796,0.0163
ENSE00000658753_005,0,0.042175416332796,0.0885
ENSE00000658753_006,0,0.042175416332796,2.2994
ENSE00000658753_008,0,0.042175416332796,0.1208
ENSE00000658753_009,0,0.0331502956228774,0.1152
ENSE00000658753_013,0,-0.000513452473938747,0.5973
ENSE00000658753_024,0,0.042175416332796,0.221
