id,score
ENSE00000670231_011,0.0
ENSE00000670231_019,0.02
ENSE00000670418_008,0.01
ENSE00000670418_020,0.03
ENSE00000670581_001,0.0
ENSE00000670691_003,0.0
ENSE00000670691_016,0.0
ENSE00000670821_007,0.0
ENSE00000671647_019,0.0
ENSE00000671647_044,0.02
ENSE00000671682_015,0.0
ENSE00000671682_025,0.7
ENSE00000672290_001,0.01
ENSE00000672290_012,0.02
ENSE00000672753_005,0.0
ENSE00000672778_007,0.02
ENSE00000672778_036,0.0
ENSE00000672839_014,0.0
ENSE00000672839_027,0.0
ENSE00000673409_009,0.46
ENSE00000673517_003,0.01
ENSE00000673517_013,0.12
ENSE00000673517_021,0.02
ENSE00000673517_030,0.0
ENSE00000674110_015,0.01
ENSE00000674110_028,0.06
ENSE00000675516_021,0.99
ENSE00000675594_007,0.02
ENSE00000675594_015,0.03
ENSE00000675594_026,0.01
ENSE00000676004_027,0.0
ENSE00000676414_015,0.02
ENSE00000677429_004,0.0
ENSE00000677429_025,0.0
ENSE00000677436_004,0.01
ENSE00000677436_017,0.99
ENSE00000678432_010,0.0
ENSE00000678432_022,0.0
ENSE00000678652_007,0.39
ENSE00000678652_017,0.0
ENSE00000679011_004,0.0
ENSE00000679011_015,0.01
ENSE00000679048_010,0.0
ENSE00000679136_004,0.1
ENSE00000679136_013,0.04
ENSE00000680657_005,0.0
ENSE00000680817_003,0.0
ENSE00000681287_012,0.0
ENSE00000682885_004,0.08
ENSE00000682885_013,0.06
ENSE00000682885_021,0.0
ENSE00000683971_007,0.01
ENSE00000683971_015,0.04
ENSE00000683971_023,0.0
ENSE00000684677_009,0.35
ENSE00000684677_019,0.01
ENSE00000684678_002,0.02
ENSE00000684678_010,0.02
ENSE00000684678_020,0.06
ENSE00000684695_011,0.0
ENSE00000684876_003,0.0
ENSE00000684876_016,0.02
ENSE00000684876_026,0.02
ENSE00000685611_016,0.01
ENSE00000686544_014,0.02
ENSE00000686671_003,0.0
ENSE00000686671_011,0.05
ENSE00000686671_019,0.03
ENSE00000686671_028,0.34
ENSE00000686701_011,0.0
ENSE00000687295_002,0.0
ENSE00000687295_011,0.0
ENSE00000687295_020,0.0
ENSE00000687910_016,0.0
ENSE00000688607_009,0.0
ENSE00000689886_023,0.0
ENSE00000690276_018,0.0
ENSE00000691736_010,0.03
ENSE00000691736_020,0.0
ENSE00000692050_017,0.0
ENSE00000692813_001,0.0
ENSE00000692813_010,0.06
ENSE00000692813_022,0.1
ENSE00000694349_008,0.0
ENSE00000694349_017,0.14
ENSE00000694538_001,0.0
ENSE00000694538_012,0.0
ENSE00000695929_003,0.03
ENSE00000695929_013,0.02
ENSE00000697469_006,0.0
ENSE00000697469_016,0.05
ENSE00000697469_024,0.05
ENSE00000698372_012,0.0
ENSE00000698398_001,0.0
ENSE00000698398_027,0.0
ENSE00000698427_008,0.0
ENSE00000698427_020,0.0
ENSE00000698496_007,0.0
ENSE00000698734_008,0.26
ENSE00000699206_004,0.07
ENSE00000699206_015,0.01
ENSE00000699242_008,0.13
ENSE00000699242_018,0.01
ENSE00000699780_005,0.0
ENSE00000699780_017,0.0
ENSE00000699780_030,1.0
ENSE00000700481_005,0.0
ENSE00000700625_007,0.02
ENSE00000700625_016,0.02
ENSE00000700625_025,0.02
ENSE00000702907_007,0.0
ENSE00000702907_016,0.0
ENSE00000702914_004,0.02
ENSE00000702914_013,0.02
ENSE00000702914_021,0.03
ENSE00000702916_005,0.01
ENSE00000702916_015,0.09
ENSE00000702917_009,0.02
ENSE00000702917_021,0.58
ENSE00000702919_010,0.01
ENSE00000703542_010,0.0
ENSE00000704071_002,0.0
ENSE00000704071_010,0.0
ENSE00000704071_021,0.0
ENSE00000704071_030,0.0
ENSE00000706055_006,0.0
ENSE00000706064_029,0.01
ENSE00000707529_003,0.14
ENSE00000707529_011,0.03
ENSE00000707642_007,0.0
ENSE00000707642_018,0.0
ENSE00000707650_013,0.03
ENSE00000708419_012,0.0
ENSE00000708419_024,0.01
ENSE00000708963_010,0.02
ENSE00000708967_003,0.0
ENSE00000708967_016,0.0
ENSE00000709838_003,0.0
ENSE00000709838_012,0.0
ENSE00000709838_020,0.01
ENSE00000712020_011,0.02
ENSE00000712020_025,0.02
ENSE00000712808_009,0.0
ENSE00000712808_018,0.0
ENSE00000713546_006,0.0
ENSE00000713716_006,0.1
ENSE00000713716_026,0.0
ENSE00000714213_010,0.03
ENSE00000714319_005,0.0
ENSE00000714319_014,0.0
ENSE00000714319_022,0.04
ENSE00000714454_003,0.02
ENSE00000714454_025,0.01
ENSE00000714848_002,0.01
ENSE00000714848_011,0.0
ENSE00000714848_023,0.0
ENSE00000715273_010,0.0
ENSE00000715278_012,0.01
ENSE00000715350_009,0.02
ENSE00000716257_007,0.0
ENSE00000716257_022,0.0
ENSE00000716285_008,0.0
ENSE00000716908_007,0.0
ENSE00000716949_014,0.2
ENSE00000717749_016,0.0
ENSE00000717752_009,0.0
ENSE00000718333_002,0.07
ENSE00000718333_013,0.0
ENSE00000718333_022,0.0
ENSE00000718733_011,0.0
ENSE00000719768_011,0.99
ENSE00000719992_003,0.46
ENSE00000719992_011,0.06
ENSE00000721401_011,0.03
ENSE00000722103_018,0.01
ENSE00000723153_013,0.0
ENSE00000723157_008,0.0
ENSE00000723157_016,0.0
ENSE00000723701_007,0.01
ENSE00000723701_018,0.05
ENSE00000724298_004,0.0
ENSE00000724298_016,0.06
ENSE00000724315_007,0.06
ENSE00000724315_017,0.0
ENSE00000725077_018,0.01
ENSE00000725380_008,0.01
ENSE00000725380_017,0.06
ENSE00000726280_009,0.0
ENSE00000726404_001,0.0
ENSE00000726404_022,0.0
ENSE00000726899_012,0.0
ENSE00000726899_023,0.0
ENSE00000729864_007,0.0
ENSE00000729864_019,0.01
ENSE00000731706_006,0.02
ENSE00000731706_014,0.0
ENSE00000732109_005,0.39
ENSE00000732109_016,0.15
ENSE00000734603_003,0.01
ENSE00000734603_014,0.0
ENSE00000736713_014,0.0
ENSE00000736847_004,0.0
ENSE00000737913_005,0.0
ENSE00000737913_018,0.01
ENSE00000739252_006,0.0
ENSE00000739891_002,0.0
ENSE00000739891_016,0.0
ENSE00000741171_005,0.0
ENSE00000741171_018,0.64
ENSE00000742045_006,0.99
ENSE00000742045_016,0.04
ENSE00000742937_003,0.38
ENSE00000742937_014,0.02
ENSE00000743792_005,0.0
ENSE00000743792_013,0.0
ENSE00000743841_012,0.0
ENSE00000744547_018,0.0
ENSE00000744861_010,0.0
ENSE00000744861_018,0.06
ENSE00000747541_027,0.0
ENSE00000747548_016,0.01
ENSE00000747548_026,0.01
ENSE00000751004_010,0.02
ENSE00000751004_020,0.02
ENSE00000752986_005,0.01
ENSE00000752986_015,0.0
ENSE00000753621_002,0.07
ENSE00000753970_003,0.0
ENSE00000753970_012,0.01
ENSE00000753970_020,0.0
ENSE00000756104_005,0.13
ENSE00000756104_020,0.1
ENSE00000756107_008,0.0
ENSE00000756107_017,0.0
ENSE00000757610_004,0.0
ENSE00000757610_019,0.01
ENSE00000761652_007,0.01
ENSE00000761652_018,0.08
ENSE00000765171_001,0.01
ENSE00000765171_010,0.02
ENSE00000765171_019,0.01
ENSE00000766013_001,0.08
ENSE00000766013_012,0.01
ENSE00000766013_024,0.0
ENSE00000766855_007,0.0
ENSE00000767839_006,0.01
ENSE00000768107_001,0.0
ENSE00000768107_015,0.0
ENSE00000768706_004,0.01
ENSE00000768706_012,0.01
ENSE00000768863_001,0.0
ENSE00000768863_014,0.0
ENSE00000768863_027,0.11
ENSE00000769333_001,0.0
ENSE00000769333_011,0.0
ENSE00000769333_021,0.0
ENSE00000769333_029,0.0
ENSE00000770788_004,0.01
ENSE00000770788_017,0.0
ENSE00000771126_003,0.0
ENSE00000771126_013,0.01
ENSE00000771126_022,0.01
ENSE00000771330_007,0.0
ENSE00000771330_020,0.0
ENSE00000773526_007,0.05
ENSE00000773526_017,0.0
ENSE00000774268_003,0.25
ENSE00000774268_017,0.01
ENSE00000774268_025,0.03
ENSE00000775134_012,0.0
ENSE00000777964_006,0.0
ENSE00000780555_003,0.0
ENSE00000780765_007,0.0
ENSE00000780765_016,0.01
ENSE00000781177_006,0.05
ENSE00000781704_001,0.02
ENSE00000781704_015,0.0
ENSE00000784987_010,0.0
ENSE00000785388_003,0.0
ENSE00000785388_013,0.0
ENSE00000785388_022,0.0
ENSE00000790042_016,0.0
ENSE00000796206_010,0.01
ENSE00000796206_024,0.0
ENSE00000798457_008,0.0
ENSE00000798457_016,0.02
ENSE00000800090_006,0.24
ENSE00000800090_015,0.05
ENSE00000801180_015,0.0
ENSE00000801180_023,0.01
ENSE00000801676_001,0.0
ENSE00000801676_011,0.02
ENSE00000802182_022,0.0
ENSE00000802193_014,0.0
ENSE00000803947_003,0.01
ENSE00000803947_013,0.02
ENSE00000804061_009,0.01
ENSE00000806005_016,0.01
ENSE00000806215_007,0.01
ENSE00000806215_020,0.0
ENSE00000806645_004,0.01
ENSE00000806645_026,0.14
ENSE00000807561_008,0.0
ENSE00000808094_004,0.03
ENSE00000808094_012,0.03
ENSE00000808103_001,0.0
ENSE00000808103_024,0.0
ENSE00000808156_015,0.0
ENSE00000808204_004,0.0
ENSE00000808204_015,0.01
ENSE00000808300_005,0.05
ENSE00000808300_014,0.0
ENSE00000808440_018,0.0
ENSE00000808502_011,0.0
ENSE00000808502_026,0.0
ENSE00000808615_010,0.0
ENSE00000808618_010,0.01
ENSE00000811044_001,0.0
ENSE00000811044_013,0.0
ENSE00000811580_007,0.0
ENSE00000811580_021,0.0
ENSE00000811969_007,0.01
ENSE00000811969_015,0.0
ENSE00000812955_014,0.02
ENSE00000812955_031,0.02
ENSE00000814752_006,1.0
ENSE00000814752_015,0.0
ENSE00000814752_024,0.0
ENSE00000815598_008,0.0
ENSE00000815598_016,0.01
ENSE00000815598_024,0.02
ENSE00000816181_023,0.02
ENSE00000817062_011,0.0
ENSE00000817062_022,0.01
ENSE00000818633_001,0.0
ENSE00000818633_009,0.0
ENSE00000818633_023,0.0
ENSE00000818633_032,0.01
ENSE00000818636_004,0.32
ENSE00000818636_015,0.03
ENSE00000828162_008,0.03
ENSE00000828264_011,0.02
ENSE00000828264_034,0.07
ENSE00000829191_006,0.05
ENSE00000829191_014,0.09
ENSE00000829191_023,0.05
ENSE00000829191_036,0.01
ENSE00000831428_007,0.0
ENSE00000831428_017,0.0
ENSE00000831538_003,0.0
ENSE00000831538_014,0.0
ENSE00000833109_002,0.0
ENSE00000833109_016,0.0
ENSE00000835661_011,0.11
ENSE00000835958_010,0.0
ENSE00000836474_005,0.0
ENSE00000836474_018,0.0
ENSE00000841262_003,0.01
ENSE00000843142_001,0.01
ENSE00000843142_010,0.0
ENSE00000844578_011,0.0
ENSE00000844578_020,0.02
ENSE00000844578_034,0.0
ENSE00000844578_043,0.0
ENSE00000844809_009,0.01
ENSE00000844983_025,0.0
ENSE00000845336_015,0.0
ENSE00000845547_005,0.1
ENSE00000845547_014,0.05
ENSE00000845744_003,0.0
ENSE00000845744_011,0.01
ENSE00000845770_007,0.18
ENSE00000845957_005,0.03
ENSE00000845957_015,0.23
ENSE00000845957_024,0.02
ENSE00000846524_005,0.0
ENSE00000846889_003,0.66
ENSE00000846889_014,0.03
ENSE00000846889_024,0.01
ENSE00000852784_003,0.0
ENSE00000852784_012,0.0
ENSE00000852784_020,0.0
ENSE00000853736_002,0.0
ENSE00000853736_021,0.0
ENSE00000853751_011,0.0
ENSE00000857044_001,0.0
ENSE00000857044_014,0.0
ENSE00000857743_003,0.0
ENSE00000857743_015,0.03
ENSE00000858111_003,0.0
ENSE00000858111_016,0.0
ENSE00000858245_023,0.0
ENSE00000859210_011,0.01
ENSE00000859225_005,0.0
ENSE00000859225_014,0.0
ENSE00000859225_023,0.0
ENSE00000859225_032,0.0
ENSE00000859228_026,0.0
ENSE00000859325_011,0.08
ENSE00000859325_020,0.03
ENSE00000859844_003,0.0
ENSE00000859844_012,0.0
ENSE00000860014_005,0.42
ENSE00000860247_014,0.0
ENSE00000862428_022,0.0
ENSE00000863750_001,0.02
ENSE00000863750_011,0.04
ENSE00000864527_010,0.03
ENSE00000864528_009,0.17
ENSE00000864528_018,0.0
ENSE00000865703_003,0.0
ENSE00000865703_014,0.0
ENSE00000865703_032,0.99
ENSE00000866318_017,0.01
ENSE00000867338_006,0.04
ENSE00000867338_017,0.0
ENSE00000867542_023,0.01
ENSE00000868110_009,0.0
ENSE00000869761_009,0.05
ENSE00000869761_019,0.01
ENSE00000869889_009,0.0
ENSE00000869889_025,0.0
ENSE00000869920_003,0.0
ENSE00000869920_011,0.0
ENSE00000869920_020,1.0
ENSE00000869924_005,0.04
ENSE00000869924_017,0.0
ENSE00000873488_006,0.01
ENSE00000874520_009,0.0
ENSE00000874520_018,0.0
ENSE00000874677_006,0.02
ENSE00000874677_019,0.0
ENSE00000880492_009,0.0
ENSE00000880492_020,0.0
ENSE00000880492_030,0.0
ENSE00000883832_018,0.0
ENSE00000885350_004,0.0
ENSE00000885350_014,0.01
ENSE00000887775_004,0.0
ENSE00000888285_007,0.01
ENSE00000888285_021,0.0
ENSE00000888983_003,0.0
ENSE00000888983_013,0.0
ENSE00000888983_022,0.04
ENSE00000889327_011,0.01
ENSE00000890757_012,0.0
ENSE00000890958_003,0.0
ENSE00000890958_016,0.0
ENSE00000890958_026,0.2
ENSE00000890969_009,0.0
ENSE00000892383_005,0.08
ENSE00000892383_020,0.0
ENSE00000893115_018,0.0
ENSE00000894027_013,0.0
ENSE00000894187_010,0.0
ENSE00000894187_020,0.0
ENSE00000894187_030,0.01
ENSE00000896636_011,0.73
ENSE00000896941_003,0.0
ENSE00000896941_011,0.01
ENSE00000897653_002,0.07
ENSE00000897653_016,0.07
ENSE00000897653_025,0.1
ENSE00000901180_008,0.0
ENSE00000901180_016,0.0
ENSE00000901180_025,0.01
ENSE00000901181_009,0.0
ENSE00000901646_011,0.06
ENSE00000901646_032,0.03
ENSE00000902497_010,0.01
ENSE00000902497_024,0.01
ENSE00000903568_021,0.56
ENSE00000904134_003,0.09
ENSE00000904134_013,0.01
ENSE00000904386_006,0.0
ENSE00000904386_021,0.0
ENSE00000906751_008,0.0
ENSE00000906751_020,0.0
ENSE00000906751_028,0.01
ENSE00000906770_010,0.01
ENSE00000906770_018,0.0
ENSE00000906770_027,0.0
ENSE00000906993_009,0.0
ENSE00000906993_024,0.0
ENSE00000906996_010,0.02
ENSE00000906996_021,0.0
ENSE00000907050_008,0.01
ENSE00000907705_005,0.03
ENSE00000907705_028,0.02
ENSE00000909084_008,0.0
ENSE00000909084_019,0.0
ENSE00000909084_027,0.0
ENSE00000909474_002,0.02
ENSE00000909474_013,0.04
ENSE00000909705_009,0.01
ENSE00000911292_006,0.0
ENSE00000911610_003,0.01
ENSE00000911610_016,0.0
ENSE00000912116_005,0.1
ENSE00000912116_016,0.0
ENSE00000912116_034,0.63
ENSE00000912116_046,0.0
ENSE00000912795_007,0.93
ENSE00000912795_016,0.02
ENSE00000914615_005,0.02
ENSE00000914615_014,0.0
ENSE00000914923_017,0.01
ENSE00000915557_004,0.91
ENSE00000915557_012,0.06
ENSE00000915557_021,0.01
ENSE00000918197_023,0.01
ENSE00000918198_009,0.0
ENSE00000918198_023,0.0
ENSE00000918473_011,0.0
ENSE00000918473_021,0.0
ENSE00000919127_009,0.0
ENSE00000919890_001,0.0
ENSE00000919890_013,0.01
ENSE00000919890_023,0.0
ENSE00000919890_032,0.0
ENSE00000919890_041,0.0
ENSE00000920428_028,0.02
ENSE00000920482_015,0.01
ENSE00000920482_025,0.06
ENSE00000921242_023,0.07
ENSE00000921723_006,0.0
ENSE00000922632_007,0.02
ENSE00000922632_017,0.0
ENSE00000922632_027,0.0
ENSE00000923145_010,0.0
ENSE00000923841_001,0.0
ENSE00000923841_010,0.01
ENSE00000923841_019,0.01
ENSE00000924227_007,0.07
ENSE00000924492_005,0.0
ENSE00000924492_015,0.01
ENSE00000924918_005,0.0
ENSE00000924918_014,0.01
ENSE00000924918_022,0.95
ENSE00000925071_010,0.0
ENSE00000925595_007,0.0
ENSE00000925595_020,0.0
ENSE00000926455_008,0.01
ENSE00000926455_028,0.0
ENSE00000926784_011,0.0
ENSE00000926808_009,0.02
ENSE00000926808_021,0.02
ENSE00000927120_009,0.07
ENSE00000927179_002,0.0
ENSE00000927179_013,0.0
ENSE00000927296_012,0.0
ENSE00000927296_021,0.0
ENSE00000927329_004,0.0
ENSE00000927329_012,0.0
ENSE00000928239_015,0.02
ENSE00000928743_009,0.01
ENSE00000928743_018,0.0
ENSE00000928765_006,0.01
ENSE00000928765_017,0.03
ENSE00000930467_017,0.0
ENSE00000930979_004,0.01
ENSE00000930979_012,0.23
ENSE00000930979_024,0.01
ENSE00000931020_011,0.0
ENSE00000931377_008,0.0
ENSE00000931377_019,0.01
ENSE00000931465_008,0.0
ENSE00000931465_022,0.01
ENSE00000931773_003,0.0
ENSE00000932422_001,0.0
ENSE00000932422_011,0.0
ENSE00000932422_022,0.0
ENSE00000932513_003,0.04
ENSE00000932513_013,0.07
ENSE00000932513_026,0.44
ENSE00000933325_001,0.01
ENSE00000933325_011,0.04
ENSE00000933530_001,0.0
ENSE00000933530_009,0.0
ENSE00000933530_017,0.0
ENSE00000933530_025,0.0
ENSE00000933713_014,0.0
ENSE00000933714_009,0.27
ENSE00000933718_001,0.03
ENSE00000933718_010,0.07
ENSE00000933718_018,0.03
ENSE00000933724_002,0.0
ENSE00000933724_012,0.01
ENSE00000933729_002,0.0
ENSE00000933729_021,0.01
ENSE00000933900_006,0.01
ENSE00000933900_018,0.0
ENSE00000933949_008,0.0
ENSE00000934028_011,0.0
ENSE00000934029_006,0.02
ENSE00000934029_020,0.05
ENSE00000934494_007,0.06
ENSE00000934494_016,0.05
ENSE00000934494_025,0.02
ENSE00000935555_006,0.01
ENSE00000935555_017,0.0
ENSE00000935675_009,0.03
ENSE00000935675_018,0.06
ENSE00000935675_027,0.01
ENSE00000937024_003,0.0
ENSE00000937024_021,0.06
ENSE00000938793_006,0.0
ENSE00000938793_014,0.0
ENSE00000938793_027,0.01
ENSE00000939335_014,0.0
ENSE00000939455_004,0.05
ENSE00000939455_014,0.01
ENSE00000940404_005,0.03
ENSE00000940447_008,0.13
ENSE00000941153_007,0.0
ENSE00000941153_015,0.0
ENSE00000941296_006,0.01
ENSE00000941296_014,0.04
ENSE00000941296_022,0.05
ENSE00000942056_003,0.34
ENSE00000942056_016,0.02
ENSE00000942477_007,0.0
ENSE00000942477_016,0.01
ENSE00000942477_027,0.0
ENSE00000942574_001,0.0
ENSE00000942574_009,0.01
ENSE00000942574_019,0.02
ENSE00000942578_005,0.0
ENSE00000942578_013,0.18
ENSE00000942578_021,0.01
ENSE00000942843_014,0.0
ENSE00000942887_002,0.0
ENSE00000942887_014,0.0
ENSE00000943447_005,0.02
ENSE00000943447_018,0.0
ENSE00000944209_001,0.01
ENSE00000944209_009,0.01
ENSE00000944209_018,0.01
ENSE00000944209_026,0.06
ENSE00000944495_002,0.01
ENSE00000944495_010,0.01
ENSE00000944495_020,0.0
ENSE00000945091_001,0.04
ENSE00000945143_008,0.95
ENSE00000945143_018,0.03
ENSE00000945204_009,0.1
ENSE00000945204_022,0.01
ENSE00000945301_003,0.0
ENSE00000945301_012,0.0
ENSE00000945301_021,0.06
ENSE00000945724_009,0.03
ENSE00000945724_018,0.03
ENSE00000945724_031,0.01
ENSE00000945724_043,0.0
ENSE00000946068_006,0.0
ENSE00000946068_015,0.0
ENSE00000946068_024,0.95
ENSE00000946068_032,0.01
ENSE00000946246_007,0.01
ENSE00000946246_022,0.0
ENSE00000946366_012,0.01
ENSE00000946643_004,0.0
ENSE00000946643_026,0.03
ENSE00000946908_013,0.0
ENSE00000947490_006,0.6
ENSE00000947490_015,0.0
ENSE00000947608_007,0.0
ENSE00000947608_015,0.0
ENSE00000948659_001,0.0
ENSE00000948659_011,0.0
ENSE00000948659_020,0.0
ENSE00000948659_031,0.01
ENSE00000949859_008,0.0
ENSE00000949859_017,0.02
ENSE00000950552_004,0.01
ENSE00000950552_018,0.13
ENSE00000950643_012,0.0
ENSE00000950643_024,0.0
ENSE00000951542_014,0.0
ENSE00000951548_005,0.01
ENSE00000951548_021,0.04
ENSE00000951617_007,0.0
ENSE00000951617_018,0.14
ENSE00000952268_010,0.0
ENSE00000954358_009,0.01
ENSE00000954674_010,0.02
ENSE00000954674_023,0.0
ENSE00000955288_004,0.04
ENSE00000955288_013,0.12
ENSE00000956392_008,0.09
ENSE00000956392_025,0.02
ENSE00000957235_005,0.03
ENSE00000957235_013,0.06
ENSE00000957325_004,0.0
ENSE00000957325_014,0.03
ENSE00000957489_004,0.74
ENSE00000957489_014,0.0
ENSE00000957489_023,0.0
ENSE00000957945_010,0.01
ENSE00000958445_011,0.0
ENSE00000958989_005,0.02
ENSE00000958989_014,0.0
ENSE00000959081_001,0.01
ENSE00000959081_011,0.76
ENSE00000959231_013,0.0
ENSE00000959231_028,0.0
ENSE00000959601_012,0.02
ENSE00000959602_007,0.01
ENSE00000959602_019,0.0
ENSE00000959672_026,0.01
ENSE00000961384_005,0.01
ENSE00000961384_016,0.04
ENSE00000963279_006,0.0
ENSE00000963279_015,0.0
ENSE00000963940_003,0.03
ENSE00000963940_011,0.01
ENSE00000963940_020,0.08
ENSE00000964036_009,0.01
ENSE00000964068_006,0.01
ENSE00000965047_003,0.06
ENSE00000965048_002,0.0
ENSE00000965048_014,0.0
ENSE00000965351_005,0.0
ENSE00000965351_014,0.0
ENSE00000965903_003,0.05
ENSE00000965903_016,0.01
ENSE00000967369_005,0.0
ENSE00000967767_011,0.0
ENSE00000967767_021,0.02
ENSE00000968373_009,0.01
ENSE00000968683_013,0.0
ENSE00000970780_007,0.01
ENSE00000971294_002,0.0
ENSE00000971294_015,0.01
ENSE00000971855_004,0.0
ENSE00000971855_014,0.0
ENSE00000972915_010,0.0
ENSE00000972915_022,0.07
ENSE00000972919_014,0.0
ENSE00000972919_028,0.03
ENSE00000972920_011,0.01
ENSE00000972920_022,0.0
ENSE00000979338_002,0.17
ENSE00000979338_010,0.0
ENSE00000979338_020,0.0
ENSE00000979462_008,0.01
ENSE00000979593_016,0.0
ENSE00000979998_001,0.0
ENSE00000979998_009,0.02
ENSE00000979998_017,0.0
ENSE00000980091_005,0.0
ENSE00000980091_016,0.02
ENSE00000980091_028,0.02
ENSE00000980159_008,0.0
ENSE00000980222_002,0.0
ENSE00000980222_014,0.01
ENSE00000980222_024,0.0
ENSE00000980705_012,0.0
ENSE00000980705_029,0.09
ENSE00000981027_012,0.02
ENSE00000981027_027,0.04
ENSE00000982982_010,0.0
ENSE00000983778_002,0.0
ENSE00000983778_014,0.01
ENSE00000983778_027,0.03
ENSE00000983798_009,0.0
ENSE00000983798_018,0.01
ENSE00000983798_029,0.0
ENSE00000983872_014,0.02
ENSE00000983872_026,0.03
ENSE00000984671_005,0.01
ENSE00000984776_007,0.0
ENSE00000985435_003,0.0
ENSE00000985435_013,0.09
ENSE00000985435_021,0.04
ENSE00000986190_007,0.0
ENSE00000986190_015,0.03
ENSE00000986190_024,0.0
ENSE00000986573_006,0.01
ENSE00000986573_014,0.0
ENSE00000986573_022,0.0
ENSE00000987087_007,0.01
ENSE00000987087_018,0.0
ENSE00000987087_028,0.0
ENSE00000987093_012,0.01
ENSE00000987093_024,0.09
ENSE00000987603_006,0.0
ENSE00000987603_014,0.0
ENSE00000987603_022,0.0
ENSE00000987787_007,0.02
ENSE00000987787_017,0.04
ENSE00000988842_006,0.0
ENSE00000988842_016,0.01
ENSE00000989799_016,0.01
ENSE00000989809_011,0.07
ENSE00000989842_001,0.27
ENSE00000989842_010,0.01
ENSE00000990062_001,0.0
ENSE00000990062_011,0.0
ENSE00000990062_025,0.0
ENSE00000990062_034,0.0
ENSE00000990368_007,0.01
ENSE00000990368_015,0.0
ENSE00000990752_006,0.0
ENSE00000991632_010,0.06
ENSE00000991771_002,0.0
ENSE00000991771_011,0.03
ENSE00000991771_020,0.3
ENSE00000991771_028,0.0
ENSE00000996423_010,0.14
ENSE00000996872_011,0.01
ENSE00000997922_006,0.02
ENSE00000997922_016,0.06
ENSE00000997925_006,0.01
ENSE00000997925_016,0.0
ENSE00000997938_001,0.0
ENSE00000999243_006,0.09
